source_table,trade_id,captured_at,confidence,tech_score,fund_score,sent_score,pos_score,macro_score,rsi14,macd_signal,atr_pct,reward_risk,direction_buy,mtf_count,ribbon_aligned,month_sin,month_cos,grade_num,rsi_extreme,bb_pos_num,above_200ma,dxy_direction_num,market_regime_num,patience_score,day_of_week,hour_sin,hour_cos,corr_agreement_count,atr_percentile_6m,consecutive_weeks_trending,cot_momentum_num,fund_alignment_num,fund_aligned_count,rr_over_2,high_conf,ribbon_state_num,divergence_present,hour_auckland,vix_level,is_ranging,fund_tail_high,mtf_full_agree,entry_candle_type_num,entry_candle_body_ratio,entry_candle_vs_avg,dist_weekly_open_pips,dist_round_number_pips,new_20d_extreme,inside_bars_before,cot_weeks_in_dir,cot_accel,us10y_dir,gold_dir,sp500_dir,vix_vs_20d,atr_5d_vs_20d,atr_expanding,base_ccy_strength,quote_ccy_strength,monthly_trend_aligned,hhhl_aligned,kill_zone_entry,market_structure_break,divergence_type,checklist_score,hhhl_x_monthly,rsi_x_fibonacci,momentum_x_cot,kill_zone_x_confluence,currency_strength_x_trend,t1_reached,t2_reached,max_target_reached,pips_at_t1,trade_closed_at_t1_only,fund_consecutive_losses,fund_drawdown_pct,fund_sizing_mode_num,open_trades_count,regime_pair_bonus,pair_win_rate,pair_n_samples
main,1442,2026-06-26 05:30:55,6.0,6.0,7.0,7.0,5.0,5.0,40.4,-1.0,0.6691,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.63,0.0,0.0,0.0,0.0,0.964,0.584,-82.8,25.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.163,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1443,2026-06-26 05:31:01,5.0,5.0,7.0,4.0,4.0,5.0,40.8,-1.0,0.6573,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.63,0.0,0.0,0.0,1.0,0.927,0.518,-142.9,17.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.025,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1445,2026-06-26 05:31:13,6.0,6.0,4.0,3.0,5.0,5.0,61.7,1.0,0.5284,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.63,0.0,0.0,0.0,0.0,0.878,0.487,131.6,1.7,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.054,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1446,2026-06-26 05:31:28,7.0,8.0,6.0,4.0,6.0,5.0,68.6,1.0,0.6569,3.7,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.852,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,18.63,0.0,0.0,0.0,1.0,0.724,0.413,349.5,18.9,1.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,0.912,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1447,2026-06-26 05:31:41,8.0,9.0,5.0,6.0,6.0,5.0,29.6,-1.0,0.5676,2.0,1.0,3.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.832,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,5.0,18.63,0.0,0.0,1.0,0.0,0.625,0.129,-82.0,18.3,1.0,0.0,10.0,0.0,-1.0,0.0,0.0,-1.0,0.995,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,0.0,0.5,0.0
main,1448,2026-06-26 05:31:46,6.0,7.0,4.0,3.0,5.0,5.0,64.1,1.0,0.6062,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.63,0.0,0.0,0.0,0.0,0.879,0.533,288.9,1.8,1.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,1.107,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1449,2026-06-26 05:31:52,5.0,4.0,7.0,8.0,4.0,5.0,56.5,1.0,0.5243,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,18.63,0.0,0.0,0.0,0.0,0.574,0.27,-2.1,7.8,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.764,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1450,2026-06-26 05:31:57,3.0,3.0,5.0,5.0,4.0,5.0,51.1,-1.0,0.42,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.9659,0.2588,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.63,0.0,0.0,0.0,0.0,0.571,0.166,-104.1,6.8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.874,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1452,2026-06-26 11:29:35,7.0,8.0,4.0,7.0,6.0,5.0,68.7,1.0,0.5701,2.6,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.439,0.332,184.0,22.1,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.774,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1453,2026-06-26 11:29:40,5.0,4.0,5.0,6.0,6.0,5.0,48.1,-1.0,0.5723,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.154,0.877,41.6,15.7,0.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,1.048,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1454,2026-06-26 11:29:45,5.0,5.0,6.0,5.0,5.0,5.0,39.1,-1.0,0.4553,1.5,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.147,0.664,7.1,4.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.909,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1455,2026-06-26 11:29:49,5.0,4.0,5.0,5.0,4.0,5.0,58.3,1.0,0.4315,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.788,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.149,0.712,13.0,15.2,0.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,0.992,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1456,2026-06-26 11:29:54,6.0,7.0,6.0,5.0,4.0,5.0,34.8,-1.0,0.7123,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.607,0.652,-146.1,7.4,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.112,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1457,2026-06-26 11:29:59,5.0,5.0,6.0,8.0,6.0,5.0,50.3,1.0,0.5439,1.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.088,0.723,4.7,0.3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.882,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1458,2026-06-26 11:30:04,4.0,4.0,6.0,7.0,5.0,5.0,43.8,-1.0,0.5044,1.5,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.304,0.778,-72.3,16.7,1.0,0.0,10.0,0.0,-1.0,0.0,0.0,-1.0,1.105,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1459,2026-06-26 11:30:10,6.0,7.0,5.0,5.0,4.0,5.0,71.0,1.0,0.34,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.511,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.225,0.621,18.1,11.4,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.103,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1460,2026-06-26 11:30:15,6.0,6.0,4.0,5.0,5.0,5.0,32.8,-1.0,0.7996,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.417,0.589,-122.6,16.1,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.833,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1461,2026-06-26 11:30:20,4.0,3.0,6.0,5.0,5.0,5.0,55.1,1.0,0.3699,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.152,0.598,-42.6,19.3,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.956,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1462,2026-06-26 11:30:25,5.0,5.0,5.0,6.0,6.0,5.0,58.4,-1.0,0.4539,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.033,0.851,25.3,3.1,0.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,0.914,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1463,2026-06-26 11:30:29,5.0,5.0,3.0,7.0,5.0,5.0,41.2,-1.0,0.5565,1.5,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.11,0.673,13.0,8.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.898,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1464,2026-06-26 11:30:34,5.0,6.0,6.0,7.0,5.0,5.0,65.6,1.0,0.6618,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.034,0.601,4.1,16.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.882,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1465,2026-06-26 11:30:47,7.0,7.0,6.0,6.0,5.0,5.0,35.0,-1.0,0.7399,1.65,1.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,1.0,3.0,0.123,0.492,-64.3,18.3,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.021,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1466,2026-06-26 11:30:52,6.0,6.0,4.0,7.0,5.0,5.0,43.9,-1.0,0.3257,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,1.027,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.299,0.656,-50.7,23.0,1.0,0.0,10.0,0.0,-1.0,0.0,0.0,-1.0,1.32,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,0.0,0.5,0.0
main,1467,2026-06-26 11:30:58,6.0,6.0,7.0,7.0,5.0,5.0,41.3,-1.0,0.6684,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.605,0.585,-77.4,19.6,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.163,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,8.0,0.5,0.0
main,1468,2026-06-26 11:31:03,5.0,5.0,7.0,4.0,4.0,5.0,41.6,-1.0,0.6568,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.601,0.58,-135.0,9.8,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.025,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1469,2026-06-26 11:31:09,5.0,6.0,6.0,5.0,4.0,5.0,73.2,1.0,0.4486,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.869,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,0.0,0.423,0.441,1.7,24.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.953,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1471,2026-06-26 11:31:29,7.0,8.0,6.0,6.0,6.0,5.0,68.7,1.0,0.6568,2.9,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.852,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.327,0.4,354.3,14.1,1.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,0.912,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1472,2026-06-26 11:31:34,6.0,6.0,4.0,7.0,5.0,5.0,34.1,-1.0,0.5873,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.941,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.164,0.685,-54.7,9.0,1.0,0.0,10.0,0.0,-1.0,0.0,0.0,-1.0,1.094,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,0.0,0.5,0.0
main,1473,2026-06-26 11:31:39,6.0,6.0,4.0,5.0,5.0,5.0,64.0,1.0,0.6063,1.5,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.765,0.531,286.6,0.5,1.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,1.107,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1474,2026-06-26 11:31:45,5.0,5.0,7.0,4.0,4.0,5.0,57.1,1.0,0.5273,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.713,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,18.63,0.0,0.0,0.0,1.0,0.768,0.508,2.2,12.1,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.781,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1475,2026-06-26 11:31:50,4.0,3.0,5.0,5.0,5.0,5.0,54.7,-1.0,0.4298,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.041,0.677,-76.1,21.2,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.975,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1476,2026-06-26 11:31:56,6.0,7.0,4.0,5.0,5.0,5.0,29.6,-1.0,0.9321,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.2588,-0.9659,0.0,0.652,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,11.0,18.63,0.0,0.0,0.0,3.0,0.167,0.562,-81.4,4.2,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.774,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,4.0,4.0,0.5,0.0
main,1506,2026-06-28 21:30:05,6.0,6.0,5.0,5.0,5.0,5.0,37.0,-1.0,0.6142,1.5,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.664,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.764,1.229,-4.4,3.9,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.827,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
main,1507,2026-06-28 21:30:18,7.0,8.0,4.0,6.0,5.0,5.0,68.4,1.0,0.5659,2.12,0.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.318,0.562,173.7,11.8,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.865,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
main,1508,2026-06-28 21:30:23,4.0,3.0,4.0,5.0,5.0,5.0,46.4,-1.0,0.5449,1.5,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.572,0.993,16.8,9.1,0.0,0.0,12.0,1.0,-1.0,0.0,0.0,-1.0,0.839,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
main,1509,2026-06-28 21:30:28,6.0,5.0,6.0,7.0,6.0,5.0,57.9,1.0,0.4212,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.614,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.747,0.83,11.4,16.8,0.0,0.0,12.0,1.0,-1.0,0.0,0.0,-1.0,0.81,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
main,1510,2026-06-28 21:30:33,5.0,5.0,6.0,5.0,6.0,5.0,40.8,-1.0,0.4403,1.5,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.526,0.325,15.2,3.6,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.793,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
main,1511,2026-06-28 21:30:38,4.0,4.0,5.0,6.0,5.0,5.0,50.2,1.0,0.5263,1.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.7071,0.7071,0.0,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.89,1.0,0.0,0.0,1.0,0.258,0.421,4.9,0.1,0.0,0.0,12.0,0.0,-1.0,0.0,0.0,-1.0,0.816,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,2.0,0.0,0.5,0.0
