timestamp,leg_a,leg_b,leg_a_name,leg_b_name,diff,diff_pct,tolerance,status,notes
2026-09-09 22:01:33,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 22:31:24,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 23:01:30,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-09 23:31:13,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 00:01:35,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 00:31:18,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 01:01:36,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 01:31:19,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 02:01:34,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 02:31:13,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 03:01:33,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 03:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 04:01:39,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 04:31:19,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 05:01:37,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 05:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 06:01:35,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 06:31:23,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 07:01:29,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 07:32:01,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 08:01:34,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 08:31:18,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 09:02:10,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 09:31:17,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 10:01:38,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 10:31:22,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 11:01:31,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 11:31:37,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 12:01:32,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 12:31:18,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 13:01:33,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 13:31:18,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 14:01:38,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 14:31:25,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 15:01:40,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 15:31:23,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
2026-09-10 16:01:37,9998.85,9998.85,tracked,recomputed,0.0,0.0,5.0,OK,
