id,pair,direction,closed_at,outcome_if_extended,days_to_resolve
2491,GBP/NZD,BUY,2026-08-31 05:11:02,TARGET,2.0
2492,GBP/USD,SELL,2026-08-31 05:11:02,TARGET,1.0
2493,NZD/CAD,SELL,2026-08-31 05:11:02,TARGET,1.0
2494,GBP/CAD,BUY,2026-08-31 05:11:02,STOP,1.0
2495,EUR/CHF,SELL,2026-08-30 18:10:51,STOP,2.0
2496,CAD/JPY,BUY,2026-08-31 05:11:02,STOP,2.0
2497,GBP/CAD,SELL,2026-08-31 05:11:02,TARGET,1.0
2498,NZD/USD,SELL,2026-08-31 05:11:02,TARGET,1.0
2499,CAD/CHF,SELL,2026-08-31 05:11:02,STOP,1.0
2502,EUR/CHF,SELL,2026-08-30 18:10:52,STOP,2.0
2504,CAD/CHF,BUY,2026-09-01 03:31:05,TARGET,1.0
2509,CAD/JPY,BUY,2026-09-01 03:31:05,STOP,1.0
2510,GBP/CHF,SELL,2026-08-30 18:10:52,UNRESOLVED,
2511,USD/CHF,BUY,2026-08-30 18:10:52,TARGET,1.0
2512,NZD/CHF,SELL,2026-09-01 03:31:05,TARGET,1.0
2514,USD/JPY,SELL,2026-09-01 03:31:05,TARGET,2.0
2517,EUR/USD,SELL,2026-09-01 03:31:05,TARGET,1.0
2519,USD/CAD,BUY,2026-08-30 18:10:53,TARGET,3.0
2520,CHF/JPY,SELL,2026-09-01 03:31:05,TARGET,1.0
2523,EUR/CAD,SELL,2026-09-01 03:31:06,TARGET,1.0
2525,GBP/NZD,BUY,2026-09-01 03:31:06,TARGET,1.0
2526,EUR/NZD,BUY,2026-09-01 03:31:06,TARGET,1.0
2528,CAD/JPY,SELL,2026-09-01 03:31:06,TARGET,1.0
2531,GBP/NZD,SELL,2026-09-01 03:31:06,STOP,1.0
2532,NZD/USD,SELL,2026-09-01 03:31:06,TARGET,1.0
2533,GBP/USD,SELL,2026-09-01 03:31:06,TARGET,1.0
2534,EUR/CHF,BUY,2026-08-30 18:10:53,TARGET,1.0
2535,GBP/CHF,BUY,2026-08-30 18:10:53,TARGET,2.0
2536,USD/JPY,BUY,2026-09-01 03:31:07,TARGET,1.0
2546,GBP/CHF,BUY,2026-09-02 05:10:52,UNRESOLVED,
2547,NZD/CHF,SELL,2026-09-02 05:10:52,TARGET,1.0
2555,USD/CAD,BUY,2026-09-02 05:10:53,UNRESOLVED,
2560,GBP/AUD,SELL,2026-09-02 05:10:53,TARGET,1.0
2566,GBP/CHF,SELL,2026-09-02 05:10:54,UNRESOLVED,
2581,EUR/AUD,BUY,2026-09-03 05:09:47,STOP,1.0
